,popularity,price_tier,outdoors,good_for_groups,has_credit_card,good_for_kids,has_delivery,caters
18608,0,1,0,0,0,0,1,0
18609,0,2,1,1,1,1,1,1
18610,1,2,1,1,1,1,1,1
18611,0,2,0,0,1,1,1,1
18612,0,1,1,0,0,0,0,0
18613,1,1,1,1,1,1,1,1
18614,0,1,0,1,0,1,1,0
18615,0,2,1,1,1,1,1,1
18616,0,1,1,1,1,1,1,0
18617,1,1,1,1,1,1,1,1
18618,1,1,1,1,1,1,0,0
18619,1,2,0,0,0,0,0,0
18620,0,2,1,0,1,0,0,1
18621,2,2,1,1,1,1,1,1
18622,0,1,1,1,1,1,1,1
18623,0,1,1,1,1,1,1,0
18624,1,3,0,0,0,0,1,0
18625,0,2,1,1,0,1,1,1
18626,0,2,0,0,1,0,1,0
18627,2,2,0,1,1,1,1,0
18628,0,1,1,1,1,1,1,1
18629,2,1,1,1,1,1,1,1
18630,0,1,1,1,0,1,1,0
18631,1,1,1,1,1,1,1,1
18632,1,1,1,1,1,1,1,1
18633,2,1,1,1,1,1,1,1
18634,0,1,1,1,1,1,1,0
18635,2,2,1,1,1,1,1,1
18636,0,1,1,0,0,0,1,0
18637,1,2,1,1,1,1,1,1
18638,2,2,1,1,1,1,1,1
18639,0,2,0,0,1,1,0,0
18640,2,1,1,0,1,0,1,1
18641,2,2,1,1,1,1,1,1
18642,0,2,1,1,1,1,1,0
18643,1,1,1,1,1,1,1,0
18644,2,1,1,1,1,1,1,1
18645,1,2,1,1,1,1,1,1
18646,0,2,1,1,1,1,1,1
18647,1,1,1,1,1,1,1,1
18648,2,2,1,1,1,1,1,1
18649,0,2,0,0,1,0,1,0
18650,0,2,1,1,1,1,1,1
18651,0,2,0,0,1,0,0,1
18652,1,1,1,1,1,1,1,1
18653,0,2,1,1,1,1,1,1
18654,2,2,1,1,1,1,1,1
18655,0,2,1,1,0,1,1,0
18656,1,1,1,1,1,1,1,0
18657,2,2,1,1,1,1,1,1
18658,1,2,1,1,0,1,1,1
18659,1,1,0,0,1,0,0,1
18660,1,2,1,1,1,1,1,1
18661,0,1,0,0,1,0,0,1
18662,1,2,1,0,0,0,1,1
18663,0,2,0,0,1,0,1,1
18664,2,2,1,0,1,0,1,1
18665,0,1,1,1,1,1,1,0
18666,1,2,1,1,1,1,1,1
18667,1,1,1,1,1,1,1,1
18668,1,1,0,0,1,0,1,1
18669,2,2,1,1,1,1,1,1
18670,0,1,1,1,1,1,1,1
18671,0,1,1,1,1,1,1,1
18672,2,1,1,0,1,1,1,1
18673,0,1,0,0,0,0,0,0
18674,2,2,1,1,1,1,1,1
18675,0,1,1,1,1,1,1,1
18676,0,1,1,1,1,1,1,1
18677,1,1,1,1,0,1,1,1
18678,1,1,1,0,0,0,0,1
18679,0,1,1,1,1,1,1,1
18680,0,1,0,0,1,0,0,0
18681,2,2,1,1,1,1,1,1
18682,2,2,1,1,1,1,1,1
18683,0,2,1,1,0,1,1,1
18684,1,2,0,0,1,0,1,0
18685,0,1,1,1,1,1,1,1
18686,1,1,1,1,1,1,1,1
18687,0,1,1,1,1,1,1,1
18688,2,2,1,1,1,1,1,1
18689,0,1,1,1,1,1,1,0
18690,1,1,1,1,1,1,1,1
18691,1,2,1,1,1,1,1,1
18692,0,2,1,1,0,1,1,1
18693,2,2,1,1,1,1,1,1
18694,0,2,1,1,0,1,1,1
18695,1,1,1,1,1,1,1,0
18696,2,1,1,1,1,1,1,1
18697,2,1,1,0,1,1,1,1
18698,0,1,0,0,0,1,0,0
18699,1,1,1,1,1,1,1,1
18700,2,1,1,1,1,1,1,1
18701,1,2,0,0,1,0,1,1
18702,1,2,1,1,1,1,1,1
18703,0,1,1,1,1,1,1,1
18704,2,2,1,1,1,1,1,1
18705,1,2,1,1,1,1,1,0
18706,2,2,1,1,1,1,1,1
18707,0,1,1,1,1,1,0,1
18708,1,2,1,1,1,1,1,1
18709,2,2,1,0,1,1,1,1
18710,2,2,1,1,1,1,1,1
18711,0,1,0,0,1,0,1,0
18712,0,1,1,1,1,1,1,1
18713,0,2,1,1,1,1,1,0
18714,1,2,1,0,0,0,0,1
18715,2,2,1,1,1,1,1,1
18716,0,2,0,0,0,0,1,1
18717,0,1,0,0,1,0,0,0
18718,0,1,1,1,1,1,1,1
18719,1,2,1,1,1,0,1,1
18720,1,1,1,1,1,1,1,1
18721,1,1,1,1,1,1,1,1
18722,0,2,1,1,1,1,1,1
18723,0,1,1,1,1,1,1,1
18724,2,2,1,1,1,1,1,1
18725,1,2,1,1,1,1,1,1
18726,0,1,1,1,1,1,1,1
18727,1,2,1,0,1,0,0,0
18728,1,2,1,1,1,1,1,1
18729,0,1,0,0,0,0,0,1
18730,1,2,0,0,1,0,1,1
18731,2,2,1,1,1,1,1,1
18732,1,1,0,0,1,0,0,0
18733,1,1,1,1,1,1,1,1
18734,1,1,1,1,1,1,1,1
18735,2,2,1,1,1,1,1,1
18736,1,2,1,1,1,1,0,0
18737,2,2,1,1,1,1,1,1
18738,0,2,1,1,1,1,1,0
18739,0,1,1,1,1,1,1,1
18740,2,2,1,1,1,1,1,1
18741,2,2,1,1,0,1,1,1
18742,1,1,1,1,1,1,1,0
18743,0,1,1,1,1,1,1,1
18744,0,1,1,1,1,1,1,1
18745,0,2,1,1,1,1,1,1
18746,0,2,1,1,1,1,1,1
18747,1,3,1,1,0,1,1,1
18748,0,1,1,0,1,0,1,1
18749,1,2,1,1,1,1,1,1
18750,1,2,1,1,0,1,1,0
18751,1,2,1,1,1,1,1,0
18752,1,2,1,1,1,1,1,1
18753,0,1,1,1,1,1,1,1
18754,1,1,1,1,1,1,1,1
18755,1,2,1,0,1,0,0,1
18756,0,2,1,1,0,1,1,1
18757,2,2,1,1,1,1,1,1
18758,0,1,0,0,1,0,1,0
18759,1,2,1,1,1,1,1,1
18760,1,1,0,0,1,1,0,1
18761,0,1,1,1,1,1,1,1
18762,0,1,1,1,1,1,1,0
18763,2,2,1,1,1,1,1,1
18764,0,1,0,0,1,0,1,0
18765,2,2,1,1,1,1,1,1
18766,2,1,1,1,1,1,1,1
18767,2,2,1,1,1,1,1,1
18768,0,2,0,0,1,0,1,1
18769,0,1,1,1,1,1,1,0
18770,2,2,1,1,1,1,1,1
18771,2,2,1,1,1,1,1,0
18772,0,1,1,1,1,1,1,1
18773,2,2,0,0,1,1,1,0
18774,2,2,1,1,0,1,1,1
18775,1,1,1,1,1,1,1,1
18776,0,1,0,0,0,0,0,0
18777,1,1,1,1,1,1,1,1
18778,2,1,1,1,1,1,1,1
18779,1,2,1,1,1,1,1,1
18780,1,1,1,1,1,1,1,1
18781,2,3,1,1,1,1,1,1
18782,2,1,1,1,1,1,1,1
18783,2,2,1,1,1,1,1,1
18784,2,2,1,1,1,1,1,1
18785,1,1,1,1,1,1,1,1
18786,0,1,1,0,1,1,0,1
18787,1,1,1,1,1,1,1,1
18788,0,1,1,1,1,1,1,1
18789,2,1,1,1,1,1,1,1
18790,1,2,0,0,1,0,0,0
18791,0,1,1,1,1,1,1,1
18792,0,1,0,0,1,0,1,1
18793,0,1,0,0,1,0,0,0
18794,0,1,1,1,1,1,1,1
18795,2,2,1,1,1,1,1,1
18796,1,1,1,1,1,1,1,0
18797,1,1,1,1,1,1,1,1
18798,2,2,1,1,1,1,1,1
18799,2,2,1,1,1,1,1,1
18800,2,1,1,1,1,1,1,1
18801,1,1,1,1,1,1,1,1
18802,0,1,1,1,0,1,1,1
18803,1,2,1,1,1,1,1,1
18804,1,2,1,1,1,1,1,1
18805,2,2,1,1,1,1,1,0
18806,0,1,1,1,1,1,1,1
18807,0,2,0,1,1,1,1,1
18808,0,2,1,1,1,1,1,1
18809,0,1,1,1,1,1,1,1
18810,0,1,0,1,1,1,1,0
18811,0,1,1,1,1,1,1,1
18812,2,1,1,1,1,1,1,1
18813,2,2,1,1,1,1,1,1
18814,1,1,1,1,1,1,1,1
18815,0,1,1,1,0,1,1,0
18816,2,2,1,1,1,1,1,1
18817,1,2,1,1,1,1,1,0
18818,2,2,1,0,1,0,1,1
18819,1,2,0,0,0,0,0,0
18820,0,1,1,1,1,1,1,0
18821,1,2,1,1,1,1,1,1
18822,0,1,0,0,0,0,1,0
18823,1,1,1,1,1,1,1,1
18824,0,2,0,1,1,1,1,0
18825,2,2,1,1,1,1,1,1
18826,0,1,1,0,1,1,1,1
18827,1,1,1,1,1,1,1,0
18828,1,2,1,0,0,0,1,1
18829,0,2,1,1,1,1,1,1
18830,0,2,0,1,1,1,1,0
18831,2,2,1,1,1,1,1,1
18832,1,1,0,0,1,0,1,1
18833,0,1,1,1,1,1,1,1
18834,1,2,1,1,1,1,1,1
18835,0,2,1,1,0,1,1,1
18836,0,1,0,1,1,1,1,1
18837,1,2,1,1,1,1,1,0
18838,0,2,1,1,1,1,1,1
18839,2,2,1,1,1,1,1,1
18840,2,2,1,1,1,1,1,1
18841,1,2,1,1,1,1,1,1
18842,1,1,1,0,1,0,0,1
18843,1,1,0,1,1,1,1,0
18844,0,2,1,1,0,1,1,0
18845,2,2,1,1,1,1,1,1
18846,1,2,1,1,1,1,1,1
18847,0,2,1,0,1,0,0,1
18848,1,2,1,1,1,1,1,1
18849,2,2,1,1,1,1,1,1
18850,1,2,1,1,0,1,1,1
18851,1,1,1,1,1,1,1,1
18852,1,2,1,1,0,1,1,1
18853,1,1,1,1,1,1,1,1
18854,0,1,1,1,1,1,1,1
18855,0,1,1,1,1,1,1,1
18856,0,2,1,1,1,1,1,1
18857,2,2,1,0,1,0,1,1
18858,1,2,1,1,0,1,1,1
18859,1,1,1,1,1,1,1,1
18860,0,1,0,0,1,0,1,0
18861,1,1,1,1,1,1,1,1
18862,1,1,1,0,1,0,0,1
18863,0,1,1,1,1,1,1,1
18864,2,2,1,1,1,1,1,1
18865,0,1,1,1,1,1,1,1
18866,2,2,1,1,1,1,1,1
18867,0,1,1,1,1,1,1,1
18868,1,2,1,1,1,1,1,1
18869,1,2,1,1,1,1,1,1
18870,2,2,1,1,1,1,1,1
18871,1,2,1,1,1,1,1,1
18872,1,2,1,1,1,1,1,0
18873,0,2,1,1,0,0,0,0
18874,0,3,0,0,1,0,0,0
18875,1,1,1,1,1,1,1,1
18876,1,2,1,1,1,1,1,1
18877,2,2,1,1,1,1,1,1
18878,0,1,1,1,1,0,0,0
18879,1,1,1,1,1,1,1,1
18880,0,1,1,1,1,1,1,1
18881,0,1,1,1,1,1,1,1
18882,0,1,1,1,1,1,1,1
18883,2,2,1,1,1,1,1,1
18884,0,2,0,0,1,0,0,1
18885,1,2,1,1,1,1,1,1
18886,0,1,1,0,1,0,1,1
18887,1,2,1,1,1,1,1,1
18888,0,1,1,1,1,1,1,1
18889,2,2,1,1,1,1,1,1
18890,0,1,1,1,0,1,1,1
18891,2,2,1,1,1,1,1,1
18892,1,3,1,1,1,1,1,1
18893,0,1,0,1,1,1,1,0
18894,0,2,1,1,1,1,1,1
18895,1,2,1,1,1,1,1,1
18896,2,3,1,1,1,1,1,1
18897,1,1,1,0,1,0,1,1
18898,0,1,0,1,1,1,1,1
18899,0,1,1,0,1,1,1,0
18900,1,1,1,1,0,1,1,1
18901,0,2,0,0,1,0,0,0
18902,2,2,1,1,1,1,1,1
18903,2,2,1,1,1,1,1,1
18904,1,1,1,1,1,1,1,1
18905,2,1,1,1,1,1,1,1
18906,1,1,1,1,1,1,1,1
18907,0,2,0,0,1,0,0,0
18908,1,2,1,1,1,1,1,1
18909,2,2,0,0,1,0,1,1
18910,2,2,1,1,1,1,1,1
18911,1,1,1,1,1,1,1,1
18912,0,1,0,1,0,1,0,0
18913,2,2,1,1,1,1,1,1
18914,2,1,1,0,1,1,1,1
18915,0,1,1,1,1,1,1,1
18916,0,1,0,0,1,0,0,0
18917,1,1,1,1,1,1,1,1
18918,1,2,1,1,1,1,1,1
18919,1,1,1,1,1,1,1,1
18920,0,2,1,1,1,1,1,1
18921,1,1,1,1,1,1,1,1
18922,1,1,0,0,1,1,0,0
18923,1,1,1,1,1,1,1,1
18924,0,1,1,1,1,1,1,0
18925,1,2,1,0,1,0,0,1
18926,2,2,1,1,1,1,1,1
18927,2,2,1,1,1,1,1,1
18928,1,1,1,1,1,1,1,1
18929,2,2,1,1,1,1,1,1
18930,1,2,1,1,1,1,1,1
18931,0,2,1,1,1,1,1,1
18932,2,2,1,1,1,1,1,1
18933,1,2,1,1,0,1,1,1
18934,2,2,1,1,0,1,1,1
18935,2,2,1,0,1,0,0,1
18936,0,1,0,0,1,0,0,0
18937,1,1,1,1,1,1,1,1
18938,1,1,1,1,1,1,1,1
18939,2,2,1,1,0,1,1,1
18940,1,2,1,1,1,1,1,1
18941,1,1,0,0,1,0,1,1
18942,0,3,0,0,1,0,1,0
18943,1,1,1,1,1,1,1,1
18944,0,1,1,1,0,1,0,0
18945,2,2,1,1,1,1,1,1
18946,1,2,1,1,1,1,1,0
18947,1,1,1,1,1,1,1,1
18948,0,1,1,1,0,1,1,0
18949,1,1,1,1,1,1,1,1
18950,1,1,1,1,1,1,1,1
18951,1,1,1,1,1,1,1,1
18952,1,1,1,1,1,1,1,1
18953,2,2,0,0,0,0,0,1
18954,2,4,0,1,0,0,0,0
18955,1,1,1,1,1,1,1,1
18956,0,1,0,0,0,0,1,0
18957,2,2,1,1,1,1,1,1
18958,1,2,1,1,0,1,1,0
18959,2,1,1,1,1,1,1,1
18960,1,2,1,1,1,1,1,1
18961,0,1,1,1,0,1,1,0
18962,1,2,1,1,0,1,1,1
18963,2,2,1,1,1,1,1,1
18964,2,2,1,1,1,1,1,1
18965,2,2,1,1,1,1,1,1
18966,1,2,1,1,1,1,1,1
18967,2,1,1,1,1,1,1,1
18968,1,1,1,1,0,1,1,0
18969,1,2,1,1,1,1,1,1
18970,2,2,1,1,1,1,1,1
18971,0,1,1,1,1,1,1,1
18972,0,1,1,1,1,1,1,0
18973,2,2,1,1,1,1,1,1
18974,0,1,1,1,1,1,1,1
18975,1,2,1,1,1,1,1,1
18976,1,2,1,1,1,1,1,1
18977,2,2,1,1,1,1,1,1
18978,1,2,1,1,1,1,1,1
18979,2,2,1,0,1,1,1,1
18980,2,2,1,1,1,1,1,1
18981,0,2,1,1,1,1,1,0
18982,0,2,1,1,0,1,1,1
18983,1,1,0,1,1,1,1,0
18984,2,2,1,1,1,1,1,1
18985,0,2,1,1,1,1,1,0
18986,0,1,0,0,1,0,1,0
18987,1,2,1,1,1,1,1,1
18988,1,2,0,0,1,0,1,1
18989,0,1,1,1,1,1,1,1
18990,1,2,1,1,1,1,1,1
18991,2,1,1,1,1,1,1,1
18992,0,1,1,0,1,0,1,0
18993,0,1,1,1,1,1,1,1
18994,2,2,1,1,1,1,1,1
18995,1,2,1,1,1,1,1,1
18996,2,1,1,1,1,1,1,1
18997,2,2,1,1,1,1,1,1
18998,2,1,0,0,1,1,1,1
18999,2,2,1,1,1,1,1,1
19000,0,1,1,1,1,1,1,1
19001,2,2,1,1,1,1,1,1
19002,0,2,1,1,1,1,1,1
19003,2,2,1,1,1,1,1,1
19004,1,1,1,1,1,1,1,1
19005,2,2,1,1,1,1,1,1
19006,1,2,1,1,1,1,1,1
19007,2,1,1,1,1,1,1,1
19008,2,2,1,1,1,1,1,1
19009,0,1,1,1,1,1,1,1
19010,1,1,1,1,1,1,1,1
19011,0,1,1,1,1,1,1,1
19012,0,2,0,0,1,0,0,1
19013,2,2,1,1,1,1,1,1
19014,0,2,1,1,1,1,1,1
19015,1,1,1,1,1,1,1,1
19016,0,1,0,0,1,0,1,1
19017,1,2,1,1,1,1,1,1
19018,1,2,1,1,1,1,1,1
19019,2,2,1,1,1,1,1,1
19020,2,2,1,1,1,1,1,1
19021,1,1,1,1,1,1,1,1
19022,0,1,1,1,1,1,1,1
19023,1,2,1,1,1,1,1,1
19024,0,2,1,1,1,1,1,0
19025,0,1,0,0,1,0,1,1
19026,0,1,1,1,1,1,1,1
19027,2,3,1,1,1,1,1,1
19028,2,2,1,1,0,1,1,1
19029,0,1,1,1,1,1,1,1
19030,2,2,1,1,1,1,1,1
19031,2,2,1,1,0,1,1,1
19032,0,1,1,1,1,1,1,0
19033,1,1,1,1,1,1,1,1
19034,1,2,1,1,1,1,1,1
19035,1,2,0,1,1,1,1,0
19036,0,1,1,1,0,1,1,1
19037,0,1,0,0,1,0,1,0
19038,1,1,1,1,1,1,1,1
19039,2,2,1,1,1,1,1,1
19040,2,1,1,1,1,1,1,1
19041,0,1,1,1,1,1,1,1
19042,2,2,1,1,1,1,1,1
19043,0,1,1,1,1,1,1,1
19044,2,1,1,1,1,1,1,1
19045,0,1,1,1,1,1,1,1
19046,1,2,1,1,1,1,1,0
19047,0,2,1,1,1,1,1,0
19048,2,2,1,1,1,1,1,1
19049,0,2,1,1,1,1,1,1
19050,0,2,1,1,1,1,1,1
19051,1,4,1,1,1,1,1,1
19052,0,1,1,1,1,1,1,1
19053,0,1,1,1,1,1,1,1
19054,1,1,0,0,1,0,1,1
19055,2,2,1,1,1,1,1,1
19056,2,2,1,1,1,1,1,1
19057,2,2,1,1,1,1,1,1
19058,0,2,0,0,1,0,1,1
19059,1,2,0,0,1,0,1,1
19060,0,2,0,0,1,0,0,1
19061,1,1,1,1,1,1,1,1
19062,2,2,1,1,1,1,1,1
19063,2,2,1,1,1,1,1,1
19064,0,1,1,1,1,1,1,1
19065,0,1,1,1,1,1,1,1
19066,1,1,1,1,1,1,1,1
19067,1,1,1,1,0,1,1,1
19068,2,2,1,1,1,1,1,1
19069,0,1,1,1,1,1,1,1
19070,0,1,1,0,1,0,1,0
19071,2,3,1,1,1,1,0,0
19072,2,2,1,1,1,1,1,1
19073,2,2,1,1,1,1,1,1
19074,2,4,1,1,1,1,1,1
19075,1,1,1,1,1,1,1,1
19076,1,1,1,1,1,1,1,1
19077,2,2,1,1,1,1,1,1
19078,0,1,0,0,1,0,1,1
19079,1,2,0,0,1,0,1,1
19080,1,2,1,1,1,1,1,1
19081,0,1,1,0,1,0,1,1
19082,2,2,1,1,1,1,1,1
19083,0,2,1,1,1,1,1,1
19084,1,1,1,1,1,1,1,1
19085,2,2,1,0,1,0,1,1
19086,1,1,1,1,1,1,1,1
19087,1,2,1,1,1,1,1,1
19088,2,2,1,1,0,1,1,1
19089,1,2,1,1,1,1,1,1
19090,2,2,1,1,1,1,1,1
19091,0,1,1,1,1,1,1,1
19092,0,1,1,1,1,1,1,1
19093,1,2,1,1,1,1,1,1
19094,0,1,1,1,1,1,1,1
19095,2,2,1,1,1,1,1,1
19096,2,2,1,1,1,1,1,0
19097,0,2,1,0,0,0,1,0
19098,1,2,1,1,0,1,1,1
19099,0,1,1,1,1,1,1,1
19100,0,2,1,1,0,1,1,0
19101,1,2,1,1,1,1,1,1
19102,1,1,1,1,1,1,1,1
19103,1,1,1,1,1,1,1,1
19104,2,2,1,1,1,1,1,1
19105,2,2,1,1,1,1,1,1
19106,1,2,1,1,1,1,1,1
19107,2,3,1,1,1,1,1,1
19108,1,2,1,1,0,1,1,0
19109,2,1,1,1,1,1,1,1
19110,1,2,1,1,1,1,1,1
19111,0,2,1,1,1,1,1,1
19112,2,2,1,1,1,1,1,1
19113,1,1,1,1,1,1,1,1
19114,0,1,1,1,1,1,1,0
19115,2,1,1,1,1,1,1,1
19116,0,1,1,1,1,1,1,0
19117,0,1,1,1,1,1,1,1
19118,2,3,1,1,1,1,1,1
19119,0,1,1,1,1,1,1,1
19120,0,2,0,0,0,0,1,0
19121,0,1,1,1,1,1,1,1
19122,0,1,0,0,1,0,0,1
19123,2,3,0,1,1,1,1,0
19124,0,1,0,1,1,1,1,1
19125,0,1,1,1,1,1,1,1
19126,1,2,0,0,1,0,1,1
19127,1,2,1,1,1,1,1,1
19128,0,2,1,0,0,0,0,0
19129,0,1,1,1,1,1,1,1
19130,2,2,1,1,1,1,1,1
19131,1,1,1,1,1,1,1,1
19132,1,2,1,0,1,0,1,1
19133,0,1,0,0,1,0,1,1
19134,1,1,1,1,0,1,1,1
19135,1,1,1,1,1,1,1,1
19136,2,1,1,1,1,1,1,1
19137,0,1,1,1,1,1,1,1
19138,1,2,1,1,0,1,1,1
19139,2,2,1,1,0,0,0,0
19140,0,1,0,0,1,0,0,1
19141,0,1,0,1,0,1,1,0
19142,0,2,0,0,1,0,1,0
19143,2,2,1,1,1,1,1,1
19144,0,1,1,1,1,0,1,1
19145,2,2,1,1,1,1,1,1
19146,1,1,0,1,1,1,1,1
19147,0,1,0,0,1,0,0,0
19148,0,1,1,1,1,1,1,1
19149,0,2,0,0,1,0,0,1
19150,2,2,1,1,1,1,1,1
19151,2,2,1,1,1,1,1,1
19152,2,2,1,1,1,1,1,1
19153,2,2,1,1,0,1,1,1
19154,0,2,0,0,1,0,0,1
19155,2,2,1,1,1,1,1,1
19156,0,1,0,1,1,1,1,1
19157,0,2,1,1,1,1,1,1
19158,1,1,1,1,1,1,1,1
19159,1,2,1,1,1,1,1,1
19160,1,2,1,1,1,1,1,1
19161,0,1,0,0,1,0,0,1
19162,1,1,1,1,1,1,1,1
19163,2,2,1,1,1,1,1,1
19164,1,2,1,1,0,1,1,1
19165,2,2,1,1,1,1,1,1
19166,1,1,1,1,1,1,1,0
19167,2,2,1,1,1,1,1,1
19168,1,2,1,1,1,1,1,1
19169,2,2,1,1,1,1,1,1
19170,2,2,1,1,1,1,1,1
19171,2,2,1,1,1,1,1,0
19172,2,1,1,0,1,0,0,1
19173,2,2,1,1,1,1,1,1
19174,1,2,0,0,1,0,0,0
19175,1,2,1,1,1,1,1,1
19176,1,2,1,1,1,1,1,1
19177,0,2,0,0,1,0,1,0
19178,1,1,1,0,1,0,1,1
19179,0,1,1,1,1,1,1,1
19180,0,1,1,0,1,0,1,1
19181,2,2,1,1,1,1,1,1
19182,2,1,1,1,1,1,1,1
19183,2,1,1,1,1,1,1,1
19184,1,1,1,1,1,1,1,1
19185,1,2,0,0,1,0,1,1
19186,0,2,0,0,1,0,1,1
19187,0,1,1,1,0,1,1,0
19188,2,2,1,1,1,1,1,1
19189,1,1,1,1,1,0,1,0
19190,2,2,1,1,1,1,1,1
19191,2,2,1,1,1,1,1,1
19192,1,2,1,1,1,1,1,1
19193,2,1,1,1,1,1,1,1
19194,0,1,1,1,1,1,1,0
19195,0,1,1,1,1,1,1,1
19196,1,2,1,1,1,1,1,1
19197,1,1,1,1,0,1,1,0
19198,2,2,1,1,1,1,1,1
19199,1,2,0,0,1,0,1,1
19200,0,2,1,1,1,1,1,0
19201,1,1,1,1,1,1,1,0
19202,1,1,0,0,1,0,0,0
19203,1,1,1,1,1,1,1,1
19204,1,2,1,1,1,1,1,1
19205,2,3,1,1,1,1,1,1
19206,2,2,1,1,1,1,1,1
19207,0,1,1,1,1,1,1,1
19208,1,1,1,0,1,0,1,1
19209,0,1,1,1,1,1,1,1
19210,2,2,1,1,1,1,1,1
19211,0,3,0,0,1,1,0,0
19212,0,2,1,1,0,1,1,1
19213,1,1,1,1,1,1,1,0
19214,2,2,1,1,1,1,1,1
19215,0,1,1,1,1,1,1,1
19216,0,1,1,1,1,1,1,1
19217,1,2,0,0,1,0,1,1
19218,1,1,1,0,0,0,0,1
19219,1,1,1,1,1,1,1,1
19220,1,2,1,1,0,1,1,1
19221,2,3,1,1,1,1,1,1
19222,1,2,1,1,1,1,1,1
19223,2,1,0,0,1,1,1,1
19224,1,2,1,1,1,1,1,1
19225,2,3,1,1,1,1,1,0
19226,1,2,1,1,0,1,1,1
19227,0,1,1,1,1,1,1,1
19228,1,2,1,1,1,1,1,1
19229,2,3,1,1,1,1,1,1
19230,0,2,1,1,1,1,1,1
19231,0,1,1,1,1,1,1,0
19232,0,3,1,1,1,1,1,0
19233,1,2,1,1,0,1,1,1
19234,2,1,1,1,1,1,1,1
19235,2,2,1,1,1,1,1,1
19236,1,1,1,1,1,1,1,1
19237,1,1,1,1,1,1,1,1
19238,2,2,1,1,1,1,1,1
19239,0,1,1,1,1,1,1,0
19240,0,1,1,1,1,1,1,1
19241,1,1,1,1,1,1,1,1
19242,2,2,1,1,1,1,1,1
19243,1,2,1,1,1,1,1,1
19244,1,1,1,1,1,1,1,1
19245,2,3,0,1,1,1,1,0
19246,1,2,1,1,1,1,1,1
19247,1,2,1,1,1,1,1,0
19248,1,2,0,0,1,0,1,1
19249,0,1,1,0,1,0,1,1
19250,0,1,1,1,1,1,1,1
19251,0,3,0,0,0,0,0,1
19252,2,2,1,1,1,1,1,1
19253,0,2,1,0,1,1,1,0
19254,2,2,1,1,1,1,1,1
19255,1,3,1,1,1,1,1,1
19256,1,1,1,1,1,1,1,1
19257,1,1,1,1,1,1,1,1
19258,1,2,1,1,0,1,1,1
19259,0,2,1,1,1,1,1,1
19260,0,1,1,0,1,0,0,0
19261,0,1,1,1,1,1,1,0
19262,0,2,1,0,1,0,0,1
19263,0,2,1,1,0,1,1,1
19264,1,1,1,1,1,1,1,1
19265,0,1,1,1,1,1,1,1
19266,2,2,1,1,1,1,1,1
19267,2,1,1,1,1,1,1,1
19268,1,2,0,0,1,0,1,1
19269,2,1,0,1,1,0,1,1
19270,0,1,1,1,1,1,1,1
19271,2,1,1,1,1,1,1,1
19272,2,2,1,1,1,1,1,1
19273,1,1,1,1,1,0,1,0
19274,0,1,1,1,1,1,1,1
19275,2,1,1,1,1,1,1,1
19276,2,2,1,1,1,1,1,1
19277,2,2,1,1,1,1,1,0
19278,0,1,1,1,0,1,1,1
19279,1,1,1,1,1,1,1,1
19280,0,1,1,1,1,1,1,1
19281,2,2,1,1,1,1,1,1
19282,0,1,1,1,1,1,1,1
19283,0,1,1,1,1,1,1,1
19284,1,1,1,0,1,0,1,1
19285,1,1,0,0,1,0,0,1
19286,2,2,1,1,1,1,1,1
19287,0,2,1,1,0,1,1,1
19288,2,2,1,1,1,1,1,1
19289,2,3,1,1,1,1,1,1
19290,1,1,0,0,1,0,1,1
19291,0,2,0,0,1,0,0,0
19292,1,1,1,1,0,1,1,1
19293,0,2,1,0,1,0,1,1
19294,0,2,1,1,1,1,1,1
19295,1,1,1,0,0,0,1,0
19296,2,2,1,1,1,1,1,1
19297,0,1,0,0,1,0,1,0
19298,0,1,1,1,1,1,1,1
19299,0,2,0,0,1,0,1,1
19300,0,1,1,1,1,1,1,1
19301,0,1,1,1,0,1,1,1
19302,0,1,1,1,0,1,1,1
19303,1,2,1,1,1,1,1,1
19304,2,2,1,1,1,1,1,1
19305,1,1,1,1,1,1,1,1
19306,2,2,1,1,1,1,1,1
19307,2,1,1,1,1,1,1,0
19308,1,2,1,1,1,1,1,1
19309,0,1,1,1,1,1,1,1
19310,2,2,1,0,1,0,0,1
19311,2,2,1,1,1,1,1,1
19312,0,1,1,1,1,1,1,1
19313,0,1,1,0,1,0,1,1
19314,2,2,1,1,1,1,1,1
19315,0,1,1,1,1,1,1,0
19316,1,1,1,1,1,1,1,1
19317,1,1,1,1,1,1,1,1
19318,0,2,1,1,1,1,1,0
19319,2,2,1,1,1,1,1,1
19320,0,2,0,0,1,0,0,0
19321,0,1,1,1,1,1,1,0
19322,1,2,1,1,0,1,1,1
19323,1,2,1,1,1,0,0,0
19324,1,2,1,0,1,0,1,1
19325,0,1,1,1,0,1,1,1
19326,1,2,1,1,0,1,1,1
19327,2,2,1,1,1,1,1,1
19328,2,1,1,1,1,1,1,1
19329,0,2,1,1,1,1,1,1
19330,2,2,1,1,1,1,1,0
19331,1,2,1,1,1,1,1,1
19332,0,1,1,1,1,1,1,0
19333,2,2,1,1,1,1,1,1
19334,0,1,1,1,1,1,1,1
19335,2,2,1,1,1,1,1,1
19336,0,2,0,0,1,0,1,1
19337,2,2,1,1,1,1,1,1
19338,2,2,1,1,1,1,1,1
19339,2,2,1,1,1,1,1,1
19340,0,1,0,1,1,1,1,0
19341,2,2,1,1,1,1,1,1
