,popularity,price_tier,outdoors,good_for_groups,has_credit_card,good_for_kids,has_delivery,caters
7684,0,2,1,1,1,1,1,1
7685,0,1,1,1,1,1,1,0
7686,0,2,0,0,1,0,0,0
7687,0,1,1,1,1,1,1,1
7688,0,1,1,1,1,1,1,1
7689,2,1,1,1,1,1,1,1
7690,2,2,1,1,1,1,1,1
7691,1,2,1,1,1,1,1,1
7692,0,2,0,0,1,0,1,1
7693,2,2,1,1,1,1,1,1
7694,0,1,1,1,1,1,1,1
7695,2,1,1,1,1,1,1,1
7696,1,2,1,1,1,1,1,1
7697,2,1,1,1,1,1,1,1
7698,1,1,1,1,1,1,1,1
7699,0,2,1,1,0,1,1,0
7700,0,2,1,1,0,1,1,1
7701,1,3,1,1,1,1,1,1
7702,2,2,1,0,1,0,1,1
7703,0,2,1,1,0,1,1,1
7704,2,2,1,1,1,1,1,1
7705,2,2,1,1,1,1,1,1
7706,2,1,1,1,1,1,1,1
7707,2,2,1,1,1,1,1,1
7708,1,1,1,1,1,1,1,1
7709,2,1,1,1,1,1,1,1
7710,0,1,1,1,1,1,1,1
7711,2,1,1,0,1,0,1,1
7712,2,4,1,1,1,1,1,1
7713,1,1,0,0,1,0,1,1
7714,2,2,1,1,1,1,1,1
7715,0,2,0,0,1,0,1,1
7716,1,2,1,1,1,1,1,1
7717,2,2,1,1,1,1,1,1
7718,2,1,1,1,1,1,1,1
7719,2,2,1,1,1,1,1,1
7720,2,2,1,1,1,1,1,1
7721,1,2,1,1,1,1,1,1
7722,1,1,1,1,1,1,1,1
7723,0,3,0,0,1,0,0,0
7724,0,3,1,1,1,1,1,1
7725,1,3,1,1,1,1,1,1
7726,0,2,1,1,0,1,1,1
7727,1,1,1,1,1,1,1,1
7728,0,1,0,0,1,0,1,1
7729,1,1,1,1,0,1,1,0
7730,2,2,1,1,1,1,1,1
7731,0,1,1,1,1,1,1,1
7732,0,1,1,1,1,1,1,1
7733,1,1,1,0,1,0,0,0
7734,2,2,1,1,1,1,1,1
7735,0,1,1,1,1,1,1,0
7736,1,1,1,1,1,1,1,1
7737,1,1,1,0,1,0,1,0
7738,0,1,1,1,1,1,1,0
7739,2,2,1,1,1,1,1,1
7740,1,2,1,1,0,1,1,1
7741,1,2,1,1,1,1,1,0
7742,2,2,1,1,1,1,1,0
7743,1,2,1,1,0,1,1,1
7744,0,1,1,1,1,1,1,1
7745,0,1,1,0,0,0,0,1
7746,1,1,1,1,0,1,1,1
7747,1,1,1,1,1,1,1,1
7748,1,1,1,0,1,0,0,0
7749,2,2,1,1,1,1,1,1
7750,1,2,0,0,1,0,1,1
7751,1,1,1,1,1,1,1,1
7752,0,2,1,1,1,1,1,1
7753,0,1,0,0,1,1,0,0
7754,0,1,1,0,1,0,0,1
7755,1,2,0,0,1,0,1,1
7756,2,2,1,1,1,0,0,0
7757,1,2,1,1,1,1,1,1
7758,0,2,1,1,0,1,1,0
7759,1,1,1,1,1,1,1,1
7760,2,2,0,0,1,0,1,0
7761,0,1,0,0,1,0,0,1
7762,1,1,1,1,0,1,1,1
7763,0,1,1,1,1,1,1,1
7764,1,1,1,1,1,1,1,1
7765,0,2,1,1,1,1,1,1
7766,1,2,1,1,1,1,1,1
7767,0,2,1,1,0,1,1,0
7768,1,2,1,0,1,0,0,1
7769,2,3,1,1,1,1,1,1
7770,0,2,0,0,1,0,1,0
7771,1,1,1,1,1,1,1,1
7772,1,2,1,0,0,0,0,1
7773,1,2,1,1,1,1,1,1
7774,2,2,1,1,0,1,1,1
7775,2,2,1,1,1,1,1,1
7776,0,1,1,1,1,1,1,1
7777,0,1,1,1,1,1,1,1
7778,0,1,0,1,0,1,1,1
7779,2,2,1,1,1,1,1,1
7780,0,2,1,1,1,1,1,1
7781,2,2,1,1,0,0,1,1
7782,2,2,1,1,1,1,1,1
7783,2,1,1,0,1,1,1,1
7784,0,3,0,0,0,0,0,1
7785,1,1,1,1,1,1,1,1
7786,2,2,0,0,1,0,1,1
7787,2,2,1,1,1,1,1,1
7788,2,1,1,1,1,1,1,1
7789,1,1,1,1,1,1,1,1
7790,0,1,1,1,1,1,1,1
7791,0,1,1,1,1,0,0,0
7792,2,2,1,1,1,1,1,1
7793,0,1,1,1,1,1,1,1
7794,1,1,1,1,1,1,1,1
7795,1,2,1,1,1,0,0,1
7796,2,2,1,1,1,1,1,1
7797,0,2,1,1,1,1,1,0
7798,0,3,1,1,1,1,1,1
7799,1,1,1,1,1,1,1,1
7800,0,1,1,1,1,1,1,1
7801,2,3,1,1,1,1,1,1
7802,1,2,1,1,0,1,1,1
7803,2,1,1,1,1,1,1,1
7804,1,3,1,1,1,1,1,1
7805,2,2,1,1,1,1,1,1
7806,0,2,1,1,1,1,1,1
7807,0,1,1,1,1,1,1,1
7808,2,2,1,1,1,1,1,1
7809,2,2,1,1,1,1,1,1
7810,0,1,1,1,1,1,1,1
7811,1,2,1,1,1,1,1,1
7812,0,1,1,1,1,1,1,1
7813,1,2,1,1,0,1,1,0
7814,0,1,1,1,1,1,1,0
7815,2,2,1,1,1,1,1,1
7816,0,1,1,1,1,1,1,1
7817,1,1,1,1,1,1,1,1
7818,2,2,1,1,1,1,1,1
7819,0,2,0,0,0,0,0,1
7820,0,1,1,1,1,1,1,1
7821,0,2,1,1,1,1,1,1
7822,1,2,1,1,1,1,1,1
7823,1,1,0,0,1,0,1,1
7824,1,2,1,1,1,1,1,1
7825,0,1,1,1,1,1,1,0
7826,0,3,1,0,1,0,0,0
7827,2,3,1,1,1,1,1,1
7828,2,2,1,1,1,1,1,1
7829,2,1,1,1,1,1,1,1
7830,2,3,1,1,1,1,1,1
7831,1,2,0,0,1,0,1,1
7832,2,2,1,1,1,1,1,1
7833,0,2,0,0,1,0,1,1
7834,2,2,1,1,1,1,1,1
7835,1,2,1,1,1,1,1,0
7836,2,2,1,1,1,1,1,1
7837,2,2,1,1,1,1,1,1
7838,2,2,1,1,1,1,1,1
7839,0,1,0,0,1,0,1,0
7840,1,1,0,0,1,0,0,1
7841,1,2,1,1,1,1,1,1
7842,0,1,1,1,0,1,1,1
7843,1,1,1,1,1,1,1,1
7844,2,1,1,1,1,1,1,1
7845,2,2,0,0,1,1,1,1
7846,2,1,1,0,1,0,0,1
7847,0,1,0,0,1,0,1,1
7848,1,1,1,1,1,1,1,1
7849,2,2,1,1,1,1,1,0
7850,1,1,1,1,0,1,1,1
7851,0,2,1,1,1,1,1,0
7852,0,1,1,1,1,1,1,1
7853,2,2,1,0,1,1,1,1
7854,2,2,1,1,1,1,1,1
7855,2,2,1,1,1,1,1,1
7856,1,2,1,0,1,0,0,1
7857,0,1,1,1,1,1,1,1
7858,2,1,1,1,1,1,1,1
7859,2,1,1,1,1,0,0,1
7860,0,1,1,1,1,1,1,1
7861,1,2,0,0,0,0,1,1
7862,0,1,0,0,1,0,1,1
7863,2,2,1,1,1,1,1,1
7864,0,1,1,1,1,1,1,1
7865,2,2,1,1,1,1,1,1
7866,2,1,1,1,1,1,1,1
7867,2,2,1,1,1,1,1,1
7868,0,1,1,1,1,1,1,1
7869,1,2,1,1,1,1,1,1
7870,2,2,1,1,1,1,1,1
7871,0,2,1,1,1,1,1,1
7872,1,1,1,1,1,1,1,1
7873,1,1,1,1,1,1,1,1
7874,1,2,1,0,0,0,0,1
7875,2,2,1,1,1,1,1,1
7876,0,2,0,0,1,0,1,1
7877,2,2,1,1,1,1,1,1
7878,2,2,1,1,1,1,1,1
7879,2,2,1,1,1,1,1,1
7880,0,1,1,1,1,1,1,1
7881,2,2,1,1,1,1,1,1
7882,2,2,1,1,1,1,1,1
7883,2,1,1,1,1,1,1,1
7884,1,1,1,1,1,1,1,1
7885,2,1,1,1,1,1,1,1
7886,2,1,1,1,1,1,1,1
7887,2,2,1,1,1,1,1,1
7888,1,1,1,0,1,0,1,1
7889,2,1,1,1,0,1,1,1
7890,1,1,1,1,1,1,1,1
7891,1,1,1,1,1,1,1,1
7892,0,1,1,0,1,0,0,0
7893,2,2,1,1,1,1,1,1
7894,2,2,1,1,1,1,1,1
7895,1,2,1,1,1,1,1,1
7896,2,2,1,1,1,1,1,1
7897,0,1,1,1,1,1,1,0
7898,0,1,1,1,1,1,1,1
7899,2,2,1,1,1,1,1,1
7900,0,2,1,1,0,1,1,0
7901,2,2,1,1,1,1,1,1
7902,0,1,1,1,1,1,1,0
7903,0,2,1,1,1,1,1,1
7904,0,1,1,1,0,1,1,1
7905,2,2,1,1,1,1,1,1
7906,0,2,1,1,0,1,1,1
7907,1,2,1,1,0,1,1,1
7908,1,3,1,1,0,1,1,0
7909,1,1,1,1,1,1,1,1
7910,1,1,1,1,1,1,1,1
7911,2,3,1,1,1,1,1,1
7912,0,2,0,0,0,0,0,0
7913,2,3,1,1,1,1,1,1
7914,2,2,1,1,1,1,1,1
7915,0,2,1,1,0,1,1,0
7916,0,2,1,1,1,1,1,1
7917,0,1,1,1,1,1,1,1
7918,1,2,1,1,1,1,1,1
7919,2,1,1,1,0,1,1,1
7920,1,1,1,1,1,1,1,1
7921,2,3,1,1,1,1,1,1
7922,0,1,1,1,1,1,1,1
7923,1,2,1,1,1,1,1,1
7924,0,1,1,0,1,0,1,1
7925,1,1,1,1,1,1,1,1
7926,0,1,1,1,1,1,1,1
7927,2,2,1,1,1,1,1,1
7928,2,1,1,1,1,1,1,1
7929,1,2,1,1,1,1,1,1
7930,1,2,0,0,0,0,1,1
7931,0,2,1,1,1,1,1,1
7932,2,2,1,1,1,1,1,1
7933,2,1,1,1,0,1,1,1
7934,1,1,1,0,1,0,0,1
7935,0,1,1,1,0,1,1,1
7936,1,2,1,1,1,1,1,1
7937,0,1,1,1,0,1,1,0
7938,2,1,1,1,1,1,1,1
7939,2,2,1,1,0,1,1,0
7940,0,1,1,1,1,1,1,1
7941,1,1,1,1,1,1,1,1
7942,1,2,1,1,1,1,1,1
7943,0,1,1,1,1,1,1,1
7944,0,2,1,1,1,1,1,1
7945,1,1,1,0,1,1,0,1
7946,2,2,1,1,0,1,1,1
7947,1,2,0,0,1,0,1,1
7948,1,2,1,1,1,1,1,1
7949,0,1,0,0,1,0,0,1
7950,2,2,1,1,1,1,1,1
7951,1,2,1,1,1,1,1,1
7952,2,2,1,1,0,1,1,1
7953,1,1,1,0,1,0,1,1
7954,1,2,1,1,1,1,1,1
7955,2,2,1,1,1,1,1,1
7956,0,1,1,1,1,1,1,1
7957,0,1,1,1,1,1,1,1
7958,2,2,1,1,1,1,1,1
7959,0,1,0,0,1,0,1,1
7960,0,1,1,0,1,0,1,0
7961,2,2,1,1,1,1,1,1
7962,1,1,1,1,1,1,1,1
7963,2,2,1,1,1,1,1,1
7964,0,1,1,1,1,1,1,0
7965,1,2,1,1,1,1,1,1
7966,0,2,1,1,1,1,1,0
7967,0,1,1,1,1,1,1,1
7968,2,2,1,1,1,1,1,1
7969,0,1,0,1,0,0,1,0
7970,2,2,1,1,0,1,1,1
7971,0,1,1,1,1,1,1,1
7972,1,2,1,1,1,1,1,1
7973,0,2,0,0,1,0,0,0
7974,0,1,0,1,1,1,0,0
7975,2,1,1,1,1,1,1,1
7976,1,1,1,1,1,1,1,1
7977,0,3,1,1,1,1,0,0
7978,1,1,1,1,1,1,1,1
7979,0,1,0,0,1,0,1,1
7980,0,1,0,1,0,1,0,1
7981,0,1,1,1,1,1,1,1
7982,2,2,1,1,1,1,1,1
7983,0,2,0,0,1,0,1,1
7984,1,2,1,1,0,1,1,0
7985,0,1,1,1,1,1,1,1
7986,1,1,1,1,1,1,1,1
7987,1,2,1,1,1,1,1,0
7988,0,2,1,0,1,0,0,1
7989,1,2,1,1,1,1,1,1
7990,2,2,1,1,1,1,1,1
7991,2,2,1,1,1,0,0,1
7992,2,2,1,0,1,1,1,1
7993,0,1,1,1,0,1,1,1
7994,0,1,1,1,1,1,1,1
7995,2,2,1,1,1,1,1,1
7996,2,2,1,1,1,1,1,1
7997,2,1,1,1,0,1,1,0
7998,0,1,1,0,1,0,0,1
7999,1,3,1,1,1,1,1,1
8000,2,1,1,1,1,1,1,1
8001,0,1,1,1,1,1,1,1
8002,0,1,1,1,1,1,1,1
8003,0,1,0,0,1,0,1,0
8004,2,2,1,1,1,1,1,1
8005,2,2,1,1,1,1,1,1
8006,1,2,0,0,1,0,1,1
8007,0,2,1,1,1,1,1,1
8008,0,1,1,1,1,1,1,1
8009,1,1,1,1,0,1,1,0
8010,1,2,1,1,0,1,1,1
8011,0,1,1,1,1,1,1,1
8012,1,1,1,1,1,1,1,1
8013,1,1,1,1,1,1,1,1
8014,1,1,1,1,1,1,1,1
8015,1,1,1,1,1,1,1,1
8016,2,2,1,1,1,1,1,1
8017,0,1,1,1,1,1,1,1
8018,0,1,1,1,1,1,1,1
8019,0,2,1,1,0,1,1,1
8020,0,1,0,0,0,0,0,0
8021,0,1,1,1,1,1,1,1
8022,1,1,0,0,1,0,1,1
8023,2,2,1,1,1,1,1,1
8024,0,1,1,1,0,1,1,1
8025,1,1,1,1,1,1,1,1
8026,0,1,1,1,1,1,1,1
8027,1,2,1,1,1,1,1,1
8028,0,3,1,1,0,1,1,1
8029,1,2,1,1,1,1,1,0
8030,0,2,0,0,1,0,0,1
8031,0,1,1,1,1,1,1,1
8032,2,1,1,0,1,0,1,1
8033,2,2,1,1,1,1,1,1
8034,1,1,1,1,1,1,1,1
8035,2,1,1,1,1,1,1,1
8036,0,1,1,1,1,1,1,1
8037,1,4,1,1,0,1,1,1
8038,2,2,1,1,1,1,1,1
8039,0,1,0,0,0,0,1,1
8040,1,2,1,1,1,1,1,1
8041,2,2,1,1,1,1,1,1
8042,0,2,1,0,1,0,1,0
8043,0,2,1,1,1,1,1,1
8044,2,3,1,1,1,1,1,1
8045,1,1,1,1,1,1,1,0
8046,1,2,1,1,1,1,1,1
8047,2,1,1,1,1,1,1,0
8048,2,2,0,0,0,0,1,1
8049,0,1,1,1,1,1,1,1
8050,2,1,1,1,1,0,1,0
8051,1,2,1,1,1,1,1,1
8052,2,1,1,1,1,1,1,1
8053,0,1,1,1,1,1,1,1
8054,1,1,0,0,1,0,1,1
8055,2,2,1,1,0,1,1,1
8056,2,2,1,1,0,1,0,0
8057,1,1,0,0,1,0,1,1
8058,0,2,1,1,1,1,1,0
8059,1,1,1,1,1,1,1,1
8060,1,2,1,1,0,1,1,1
8061,1,2,1,1,1,1,1,1
8062,2,1,1,1,1,1,1,1
8063,0,2,1,1,1,1,1,1
8064,0,1,1,1,0,1,1,0
8065,0,2,0,0,1,0,0,1
8066,0,1,1,0,1,0,1,1
8067,0,2,1,1,1,1,1,1
8068,0,2,0,0,1,0,1,1
8069,1,1,1,1,1,1,1,0
8070,0,1,1,1,1,0,1,1
8071,0,1,1,1,1,1,1,0
8072,0,3,1,1,1,1,1,1
8073,0,1,1,1,1,1,1,0
8074,0,1,1,1,1,1,1,1
8075,0,2,0,0,0,0,0,0
8076,0,1,0,0,1,0,1,1
8077,1,2,1,1,1,1,1,1
8078,2,2,1,1,1,1,1,1
8079,0,2,1,1,0,1,1,0
8080,0,2,1,0,1,0,0,1
8081,0,2,0,0,1,1,0,0
8082,2,2,1,1,1,1,1,1
8083,2,2,1,1,1,1,1,1
8084,0,1,0,0,0,1,0,0
8085,0,1,0,1,1,1,1,0
8086,1,2,1,1,1,1,1,1
8087,1,2,1,1,0,1,1,1
8088,2,2,1,1,1,1,1,1
8089,0,1,1,1,1,1,1,0
8090,1,1,1,1,1,1,1,1
8091,1,1,1,1,1,1,1,1
8092,0,1,1,1,1,1,1,1
8093,1,2,1,1,1,1,1,1
8094,0,1,1,1,1,1,1,1
8095,2,1,1,1,1,1,1,1
8096,1,2,1,1,1,1,1,1
8097,2,2,0,0,0,0,1,1
8098,1,2,1,1,1,1,1,0
8099,1,2,1,1,1,1,1,1
8100,0,1,0,0,1,0,1,0
8101,1,1,1,1,1,1,1,1
8102,0,2,1,1,1,0,1,0
8103,2,2,1,1,1,1,1,1
8104,0,2,1,0,1,0,1,1
8105,2,1,1,1,1,1,1,1
8106,1,1,1,1,1,0,1,0
8107,2,1,1,1,1,1,1,1
8108,0,2,1,1,1,1,1,0
8109,0,2,1,1,1,1,1,0
8110,0,2,0,0,1,0,0,1
8111,1,1,1,1,0,1,1,1
8112,1,2,1,1,1,1,1,1
8113,2,3,1,1,1,1,1,1
8114,2,2,1,1,1,1,1,1
8115,1,2,1,1,0,1,1,0
8116,0,1,1,1,0,1,1,1
8117,2,2,1,1,1,1,1,1
8118,1,1,1,1,1,1,1,1
8119,1,1,1,1,1,1,1,0
8120,2,1,1,0,1,0,1,1
8121,0,2,1,1,0,1,1,0
8122,2,1,1,1,1,1,1,1
8123,2,2,1,1,1,1,1,1
8124,2,2,1,1,0,1,1,1
8125,1,1,1,1,1,1,1,1
8126,1,1,1,1,0,1,1,1
8127,2,1,1,1,1,1,1,1
8128,0,1,1,1,1,1,1,0
8129,2,3,1,1,1,1,1,1
8130,0,2,0,1,0,1,0,1
8131,0,1,1,1,1,1,1,1
8132,2,1,1,1,1,1,1,1
8133,0,1,0,0,0,1,0,0
8134,1,2,1,1,1,1,1,1
8135,1,1,1,1,1,1,1,1
8136,2,2,1,1,1,1,1,1
8137,1,1,1,1,1,1,1,1
8138,1,1,0,0,1,1,1,1
8139,0,1,1,1,1,1,1,1
8140,2,2,1,1,1,1,1,1
8141,1,2,1,0,1,0,1,1
8142,2,2,1,0,1,0,1,1
8143,0,1,1,1,1,1,1,1
8144,1,2,1,1,0,1,1,1
8145,2,1,1,0,1,0,1,1
8146,0,1,1,1,1,1,1,0
8147,2,1,1,1,1,1,1,1
8148,2,2,1,1,1,1,1,1
8149,0,1,1,1,1,1,1,0
8150,2,2,1,1,1,1,1,1
8151,1,2,0,0,1,0,0,1
8152,0,2,1,1,1,1,1,1
8153,1,1,0,0,1,0,1,0
8154,0,2,1,1,0,1,1,1
8155,1,2,1,0,0,0,1,0
8156,1,2,1,1,1,1,1,1
8157,2,1,0,0,1,1,1,1
8158,1,1,1,1,1,1,1,1
8159,0,2,1,0,0,0,1,0
8160,1,2,1,1,0,1,1,1
8161,1,1,1,1,1,1,1,1
8162,0,1,1,1,1,1,1,1
8163,2,2,1,1,1,1,1,1
8164,2,2,1,1,1,1,1,1
8165,2,2,1,1,1,1,1,1
8166,1,1,1,0,1,0,1,1
8167,2,2,1,1,1,1,1,1
8168,2,1,1,1,1,1,1,1
8169,1,2,1,1,1,1,1,0
8170,2,2,1,1,1,1,1,0
8171,1,1,1,1,1,1,1,0
8172,2,2,1,1,1,1,1,1
8173,1,2,0,0,1,0,0,0
8174,2,2,1,1,1,1,1,1
8175,0,2,1,1,1,1,1,1
8176,1,1,1,1,1,1,1,1
8177,1,1,1,1,1,1,1,1
8178,2,3,1,1,1,1,1,1
8179,0,1,1,1,1,1,1,0
8180,1,1,1,1,1,1,1,1
8181,1,1,1,1,1,1,1,1
8182,1,1,0,0,1,0,1,1
8183,2,2,1,1,1,1,1,1
8184,1,1,1,1,1,1,1,1
8185,0,2,1,1,1,1,1,1
8186,2,3,1,1,1,1,1,1
8187,2,1,1,1,1,1,1,1
8188,0,1,0,0,1,0,1,1
8189,2,1,1,1,1,1,1,1
8190,2,4,1,1,1,1,1,1
8191,0,1,1,1,1,1,1,1
8192,2,2,1,1,1,1,1,1
8193,0,1,1,1,1,1,1,1
8194,0,1,0,0,1,0,1,1
8195,2,2,1,1,0,1,1,1
8196,0,2,1,1,1,1,1,1
8197,1,1,1,1,1,1,1,1
8198,1,2,1,1,1,1,1,1
8199,2,2,1,1,1,1,1,1
8200,2,2,1,1,1,1,1,1
8201,1,1,0,0,1,0,0,1
8202,0,2,1,0,1,0,0,0
8203,0,1,1,1,1,1,1,1
8204,2,2,1,1,1,1,1,1
8205,1,2,1,0,1,0,1,1
8206,0,1,1,1,1,1,1,1
8207,2,2,1,1,1,1,1,1
8208,2,2,1,1,1,1,1,1
8209,0,1,1,1,0,1,1,1
8210,1,3,1,1,0,1,1,0
8211,2,2,1,1,0,1,1,1
8212,2,2,1,1,0,1,1,1
8213,1,2,1,1,1,1,1,1
8214,1,1,0,0,1,0,1,1
8215,1,1,1,1,1,1,1,1
8216,2,1,1,1,1,1,1,1
8217,0,1,1,1,1,1,1,1
8218,2,1,0,0,1,1,1,1
8219,2,1,1,1,1,1,1,1
8220,2,2,1,1,1,1,1,1
8221,2,2,1,0,1,1,1,1
8222,2,2,1,0,1,0,0,1
8223,0,1,1,0,1,0,1,1
8224,0,2,0,0,1,0,1,0
8225,2,2,1,1,1,1,1,1
8226,2,4,1,1,1,1,1,1
8227,0,1,1,1,1,1,1,1
8228,0,1,0,1,0,1,0,0
8229,0,2,0,0,1,0,1,0
8230,0,2,1,1,1,1,1,0
8231,0,1,0,0,1,0,0,1
8232,1,2,1,1,1,1,1,1
8233,1,2,1,1,1,1,1,1
8234,1,2,1,1,0,1,1,1
8235,2,2,1,1,1,1,1,0
8236,0,1,1,1,1,1,1,1
8237,0,1,0,0,0,0,0,0
8238,0,1,1,0,0,0,0,0
8239,1,1,0,0,1,0,1,0
8240,2,3,1,1,0,1,1,1
8241,0,2,0,0,1,0,1,0
8242,1,1,1,1,1,1,0,0
8243,0,1,0,0,1,0,0,0
8244,1,2,0,0,0,0,0,1
8245,1,1,1,1,1,1,1,1
8246,0,1,1,1,1,1,1,1
8247,2,1,0,0,1,0,1,1
8248,2,2,1,1,1,1,1,1
8249,1,1,1,1,1,1,1,1
8250,1,1,0,0,1,0,1,1
8251,2,2,1,1,1,1,1,1
8252,0,1,1,0,1,0,0,1
8253,1,1,1,0,0,0,0,0
8254,1,1,1,0,1,0,0,1
8255,0,1,0,0,1,0,0,0
8256,0,1,0,1,1,1,1,1
8257,2,2,1,1,1,1,1,1
8258,2,3,1,1,1,1,1,1
8259,1,1,1,1,1,1,1,1
8260,2,1,1,1,1,1,1,1
8261,1,1,0,0,1,0,0,0
8262,1,1,1,1,1,1,1,1
8263,2,2,1,1,1,1,1,1
8264,0,1,1,1,1,1,1,1
8265,0,2,1,1,1,1,1,0
8266,2,2,1,1,1,1,1,1
8267,1,1,1,1,1,1,1,1
8268,0,1,1,1,1,1,1,1
8269,1,2,1,1,1,1,1,1
8270,0,1,0,0,1,0,0,1
8271,1,1,1,1,1,1,1,1
8272,1,2,1,1,1,1,1,1
8273,0,1,1,1,1,1,1,0
8274,1,2,1,1,0,1,1,1
8275,0,1,1,1,1,1,1,0
8276,2,1,1,1,1,1,1,1
8277,0,2,1,1,1,1,1,1
8278,0,1,1,1,1,1,1,1
8279,2,2,1,1,1,1,1,1
8280,1,1,0,0,1,0,0,1
8281,2,2,0,0,1,1,1,1
8282,2,1,1,1,1,1,1,1
8283,0,1,0,0,0,0,0,0
8284,0,1,1,1,1,1,1,1
8285,1,1,0,0,1,0,1,0
8286,1,1,0,0,1,0,1,1
8287,1,2,1,1,1,1,1,1
8288,1,2,1,1,1,1,1,1
8289,0,1,1,1,1,1,1,1
8290,0,2,0,0,1,1,0,1
8291,1,1,1,1,1,1,1,1
8292,1,1,1,1,1,1,1,1
8293,2,2,1,1,1,1,1,1
8294,2,1,1,1,1,1,1,1
8295,1,2,1,1,1,1,1,0
8296,0,1,0,0,1,0,1,0
8297,1,1,0,0,1,0,1,1
8298,2,2,1,1,1,1,1,1
8299,2,2,1,1,1,1,1,1
8300,1,1,1,0,1,0,1,1
8301,2,2,1,1,1,1,1,1
8302,1,1,1,1,1,1,1,1
8303,0,1,1,1,1,1,1,1
8304,2,2,1,1,1,1,1,1
8305,1,2,1,1,0,1,1,1
8306,2,1,1,1,1,1,1,1
8307,0,1,1,1,1,1,1,1
8308,0,1,0,0,1,0,1,1
8309,1,2,1,1,1,1,1,1
8310,0,1,1,1,1,1,1,1
8311,1,2,1,1,1,1,1,1
8312,2,1,1,1,1,1,1,1
8313,2,3,1,1,1,1,1,1
8314,0,2,1,1,1,1,1,0
8315,2,1,0,0,1,1,1,1
8316,1,1,1,1,1,1,1,1
8317,1,2,1,1,1,1,1,1
8318,2,1,1,1,1,1,1,1
8319,1,2,1,1,1,1,1,1
8320,2,3,1,1,1,1,1,1
8321,0,1,1,1,0,1,1,0
8322,0,1,1,1,1,1,1,0
8323,1,1,1,1,1,1,1,1
8324,1,2,1,1,1,1,1,1
8325,2,1,1,1,1,1,1,0
8326,2,3,1,1,1,1,1,1
8327,2,2,1,1,1,1,1,1
8328,0,2,0,0,1,0,1,1
8329,1,2,1,1,1,1,1,1
8330,2,2,1,1,1,1,1,1
8331,0,1,1,1,1,1,1,1
8332,2,2,1,1,1,1,1,1
8333,1,2,1,1,1,1,1,1
8334,1,2,1,1,1,1,1,1
8335,2,1,1,1,1,1,1,1
8336,2,2,1,1,1,1,1,1
8337,1,2,1,1,1,1,1,1
8338,1,2,1,1,1,1,1,1
8339,1,2,1,1,1,1,1,1
8340,1,2,1,1,1,1,1,1
8341,2,1,1,1,1,1,1,1
8342,2,2,1,0,1,1,1,1
8343,0,2,1,1,1,1,1,1
8344,0,2,1,1,1,1,1,1
8345,2,2,1,1,1,1,1,1
8346,0,1,1,1,1,1,1,0
8347,1,1,1,0,1,0,1,1
8348,0,1,1,1,1,1,1,1
8349,1,1,1,1,1,1,1,1
8350,1,2,0,0,1,0,1,1
8351,0,1,1,1,1,1,1,1
8352,2,2,1,1,1,1,1,1
8353,2,1,1,1,1,1,1,1
8354,1,1,1,1,1,1,1,1
8355,0,1,1,1,1,1,1,1
8356,1,1,1,1,1,1,1,1
8357,2,2,1,1,1,1,1,1
8358,2,2,1,1,1,1,1,1
8359,1,1,1,1,1,1,1,1
8360,1,1,1,1,1,1,1,1
8361,0,2,1,1,1,1,1,1
8362,2,2,1,1,1,1,1,1
8363,0,2,1,1,1,1,1,1
8364,1,1,1,1,1,0,0,0
8365,1,2,0,0,1,0,1,1
8366,2,1,0,0,1,0,0,1
8367,0,2,1,0,1,0,0,1
8368,1,1,1,1,1,1,1,1
8369,0,1,1,1,1,1,1,0
8370,0,1,1,1,0,1,1,1
8371,0,2,1,1,1,1,1,0
8372,1,1,1,1,1,1,1,0
8373,1,1,1,1,1,1,1,1
8374,0,1,1,1,0,1,1,1
8375,0,1,1,1,1,1,1,1
8376,1,3,1,1,0,1,1,1
8377,0,1,1,1,1,0,1,0
8378,1,1,1,1,1,1,1,1
8379,0,1,1,1,1,1,1,1
8380,2,2,1,1,1,1,1,1
8381,0,3,1,1,1,0,1,1
8382,2,2,1,1,1,1,1,1
8383,0,1,1,1,1,1,1,1
8384,0,2,1,1,1,1,1,1
8385,2,2,1,1,1,1,1,1
8386,0,1,1,1,1,1,1,1
8387,1,1,1,1,1,1,1,1
8388,2,1,1,0,1,0,1,0
8389,2,1,1,1,1,1,1,1
8390,0,1,1,1,1,0,0,0
8391,1,2,1,1,1,1,1,1
8392,2,2,1,1,1,1,1,1
8393,2,2,1,1,1,1,1,1
8394,1,2,1,1,1,1,1,1
8395,1,1,1,1,1,1,1,1
8396,0,1,0,0,1,0,1,1
8397,0,2,1,1,0,1,1,1
8398,0,1,1,1,1,1,1,1
8399,1,2,1,1,1,1,1,1
8400,1,2,1,1,1,1,1,1
8401,2,2,1,1,1,1,1,1
8402,0,1,1,1,1,1,1,1
8403,0,2,0,0,1,0,0,0
8404,0,2,1,1,0,0,0,0
8405,1,2,1,1,0,1,1,1
8406,0,2,1,1,1,1,1,1
8407,1,1,0,0,1,1,1,1
8408,2,2,1,1,1,1,1,1
8409,1,2,0,0,1,0,0,1
8410,0,1,1,1,1,1,1,1
8411,2,2,1,1,1,1,1,1
8412,2,1,1,1,1,1,1,1
8413,0,1,0,0,0,0,1,0
8414,1,2,1,1,1,1,1,1
8415,1,1,0,0,1,0,1,1
8416,0,2,0,0,1,0,0,0
8417,0,3,1,1,1,1,1,1
